feature_total,mbti_i_e,mbti_n_s,mbti_f_t,mbti_j_p
경쟁하는 분위기보다는 편안한 분위기에서 능력을 발휘한다 ,1,1,0,1
미래목표를 설정할 때 자기중심적인 성향을 보이기도 한다 ,1,1,0,1
조직에서 시간이 오래 지나야 인정을 받는다 ,1,1,0,1
딱딱하고 사무적인 사람을 정말 싫어한다 ,1,1,0,1
생각보다 상처를 받거나 예민해지기 쉬운 성격이다  남을 도와주고서 충분히 대가를 받지 못하기도 하며 때로 너무 착하고 만만해 보인다고 은근히 무시당하는 경우도 있다 ,1,1,0,1
프라이버시가 강하기 때문에 상대가 자신에 대해 알려고 하는 것을 꺼린다 ,1,1,0,1
감수성이 매우 풍부한 편인데  보통 감상에 젖은 내용을 겉으로 드려내려 하지 않고 사진으로 남기거나 홀로 일기장에 끄적이고  혼자 담아두는 편이다 ,1,1,0,1
열정적인 중재자  잔 다르크형  정열적이고 충실하며 목가적이고  낭만적이며 내적 신념이 깊다  마음이 따뜻하고 조용하며 자신이 관계하는 일이나 사람에 대하여 책임감이 강하고 성실하다  이해심이 많고 관대하며 자신이 지향하는 이상에 대하여 정열적인 신념을 가졌으며  남을 지배하거나 좋은 인상을 주고자 하는 경향이 거의 없다  완벽주의적 경향이 있고  노동의 대가를 넘어서 자신이 하는 일에 의미를 찾고자하는 경향이 있으며  인간 이해와 인간 복지에 기여할 수 있는 일을 하기를 원한다  자신의 이상과 현실이 안고 있는 실제 상황을 고려하는 능력이 필요하다 ,1,0,0,1
최악의 상황이나 악한 사람에게서도 좋은 면만을 바라보며 긍정적이고 더 나은 상황을 만들고자 노력한다  정말 꼴도 보기싫은 사람이 있어도 표정관리 정도만 조금 안될뿐  직설적이고 공격적인 말을 절대로 앞에서 하는법이 없다 ,1,0,0,1
침착하고 내성적이며 심지어는 수줍음이 많은 사람처럼 비추어지기도 하지만  불만 지피면 활활 타오를 수 있는 열정의 불꽃이 숨어있다 ,1,0,0,1
언어 학습 에 대한 능력이 뛰어나다  설령 처음에는 좀 헤매더라도 어느 순간이 되면 실력이 갑자기 늘어난다 ,1,0,0,1
맞춤법에 매우 민감하다  글을 쓸 때 띄어쓰기나 문장 부호  단어 선택  글씨체 등에 심혈을 기울인다 ,1,0,0,1
상상력이 풍부하고 몽상가적 기질이 많아 공상에 빠지는 걸 좋아한다  하지만 이들이 하는 상상의 대부분은 현실성 제로의 실현 불가능한 것들이다 ,1,0,0,1
창의성이 좋다  다만 이들이 발휘하는 창의성은 현실에서의 일처리나 자기관리 능력으로 발휘되기보다는  본인이 원하는 물건이나 스토리를 만들어 내거나 형이상학적인 표현을 만들어내는 종류의 창의성이라 일반인들의 입장에서 볼때 공감이 안될수도 있다 ,1,0,0,1
타인이 본인의 마음과 기분을 알아주고  거기에 맞춰서 행동해주기를 바라기 때문에 완숙되지 않은 INFP는 연애도 생각보다 어려울 수 있다  하지만 정작 같은 INFP가 아닌 이상 이들의 마음을 그 정도로 세밀하게 받아들일 수 있는 사람이 있을지는 의문  그래서 독신들이 적지는 않은편이다 ,1,0,0,1
어린 아이 같은 개구쟁이  철없는 모습도 있지만 한편으론 애늙은이 같은 모습도 있어 내면과 외면의 차이가 크다  기본적으로 외강내유나 외유내강들이 골고루 분포되어 있는 편이다 ,1,0,0,1
기본적으로 성격이 유하고 여리고 착하며 때묻지 않은 순수함을 가지고 있다 ,1,0,0,1
자신의 의견도 중요하지만  상대방의 의견 또한 중요시하고 매우 관대하게 받아들인다 ,1,0,0,1
의견을 표출하는 데 있어 매우 조심스러운 탓에 고민이 있어도 잘 털어놓지 못할 뿐더러 속앓이가 심하다 ,1,0,0,1
위에서도 서술되어 있듯 개인적인 감정이나 생각을 남에게 잘 털어놓지 않으며 털어놓는 것을 매우 어려워한다  또한 개인주의적 성향도 강해 타인이 본인의 감정과 생각을 비롯한 사생활을 궁금해하는 것도 불편해한다  하지만 기본적으로 남에게 기대고 싶어하는 INFP의 내면엔 상대가 내 생각을 알아줬으면 하는 마음이 있다 ,1,0,0,1
성격이 세심하고 디테일하다  타인의 아주 작은 부분도 특유의 통찰력으로 캐치해내며 감동을 주곤 한다 ,1,0,0,1
본인만의 스타일이 확고하고 개성이 강해 유행에 잘 따라가지 않는다 ,1,0,0,1
경우에 따라 마음속으로 쉽게 소외감(+외로움)을 잘 느낀다  ,1,0,0,1
짜증이나 성질은 내더라도  진심이 담긴 분노는 거의 표출하지 않는 편이다  화를 참고 참았다가 한 번에 터뜨릴 순간에도 참는다  그러나 한계에 도달해서 분노가 한번 터지면 굉장히 무섭고 후폭풍도 장난아니다 ,1,0,0,1
선택을 하는 데 있어  논리와 계획에 의하기보다는 다소 감정적이고 즉흥적인 경향이 있다  ,1,0,0,1
아이디어와 계획은 엄청 많이 세워놓으나 실행에 잘 옮기지 못하고 정작 하지 않거나 마무리가 서툴다   ,1,0,0,1
돈  권력  힘 등과 같은 현실적인 부귀영화에 상대적으로 관심이 적은 편이다  소비를 할 때에도 가성비를 많이 따진다   하지만 관심이 있는 분야라면 가끔씩 통이 크게 소비하는 경우도 있다 ,1,0,0,1
대화 도중 리액션이 풍부하지만 실제로는 딴 생각을 할 때가 많다 ,1,0,0,1
분위기를 잘 탄다  (분위기가 마음에 들면 끝까지 남는다 ),1,0,0,1
선생님이 좋으면 싫어하는 과목이더라도 열심히 공부한다 ,1,0,0,1
대개 사람들과의 모임을 싫어하고 낯을 가리지만  자신과 관심사가 비슷하고 마음이 맞는 사람을 만나면 금방 친해져서 밤을 새워가면서까지 이야기한다 ,1,0,0,1
단기 문화 체험  유적지 및 문화재 관람  자연 환경 감상 등 여행을 좋아하고  영화  음악  책을 좋아한다 ,1,0,0,1
위에서도 알 수 있듯 이들은 남들이 하는 말로는 잘 변화하지 않고 본인 스스로가 변화의 필요성을 느낄 때 비로소 변화를 결심하게 된다 ,1,0,0,1
이상주의가 강해서 자신의 신념과 가치관에 정면으로 배치되는 사안에서는 고집을 굽히지 않을 수 있다  특히나 공적인 경우가 아닌 사적인 신념에서 지적을 당할경우 누가 말을 해도 듣지않고 그냥 적어도 뒤에서는 마이웨이를 계속 취한다 ,1,0,0,1
정(情)이 많아 거절을 잘 못한다  설령 거절을 하게 되더라도 타인의 감정에 신경을 곤두세우며 잘못한 것도 없는데 먼저 미안해한다 ,1,0,0,1
남에게 쓸데없거나 불필요한 말을 잘 하지 않고[10] 평소 조용한 편이며  애매모호한 정보에 하나하나 다 구체적으로 질문하는 경향이 있다 ,1,0,0,1
타인의 고민을 군말없이 잘 들어주고  타인의 감정에 공감을 잘하는 편이다  그러나 본인이 느꼈던 경험과 감정을 바탕으로 공감을 시도하기 때문에 자신이 경험하지 못한 것에는 공감을 잘 못하는 경우가 많다  이러한 경우 이야기에 최대한 공감하려 노력은 하지만 공감이 안 되는 부분은 공감하고 싶어도 죽어도 못한다  [11][12],1,0,0,1
종종 혼자만의 시간을 꼭 필요로 하기에 그럴 땐 철저하게 혼자 있는다  그래서 잠수도 종종 타는 편이다 [13][14],1,0,0,1
본인만의 개인적인 사생활 영역을 침해 당하는 것을 매우 극도로 싫어한다 [15] 이 때문에 부모로부터 독립하려는 경향이 다른 유형보다도 강하다  물론 요즘처럼 대한민국 취업경기가 어려운 시기에는 완벽하게 독립하기가 생각보다 어려운 경우도 있어 정말 안습 ,1,0,0,1
남들의 시선을 의식하는 경향이 많기 때문에  처음 보는 사람들 앞에서 자신을 뻘쭘하게 만드는 행위를 혐오한다 ,1,0,0,1
타인이 본인의 스타일을 함부로 간섭하거나 비난  또는 비웃을 경우에는 공격적으로 변한다 [16],1,0,0,1
가식적인 것을 싫어하기 때문에 스스로가 편하게 생각하고 믿는 사람들에겐 자신의 가감없는 대부분 모습들을 솔직히 보여 주려 한다  혹여나 아직 어색한 사이의 사람에겐 자신의 모습을 꽁꽁 숨기고 보여 주지 않을망정 거짓말을 지어내어 말을 하지는 않는 편이다 [17],1,0,0,1
규칙을 몸서리치듯 싫어하며[18] 반복되는 일상생활을 마음에 안 들어한다  윗사람의 명령과 결정에 모든 것이 좌지우지 되는 것도 별로 좋아하지 않는다 [19],1,0,0,1
이해력과 포용성이 뛰어나는데다 갈등을 표면화시키는 성격도 아닌지라 대부분의 상황을 ‘그럴 수 있지’ 하며 이해하려 노력하고 넘어간다 ,1,0,0,1
타인과의 만남 약속을 할 땐 대부분 타인의 의견에 맞춘다 ,1,0,0,1
처음 보는 사람에게 말 거는 것보다 안면은 있지만 친하지 않은 사람에게 말 거는 것을 힘들어 한다 [20],1,0,0,1
매우 게으르지만 완벽주의적 성향이 있어 때로 지나치게 완벽주의적으로 나간다  어떠한 일을 시작하는 것을 굉장히 귀찮아하지만 막상 그 일을 하려고 할 때 본인의 계획대로 순조롭게 진행되지 않거나 결과가 완벽하지 않다고 생각하면 다시 그 일을 재개하는 것을 꺼려하며 아예 도중에 그만두거나 시작조차도 하지 않으려 한다  물론 일을 실행에 옮기는 경우는 그 일에 대해 나름 좋은 감정이 있을 경우이고  완벽하지 못한 결과물을 도출할 때 극심한 스트레스를 받는다 [21][22],1,0,0,1
감정의 기복이 매우 심하며 지구 내핵부터 오존층까지의 수준이라 카더라 얼굴에서 쉽게 드러난다 ,1,0,0,1
엄청난 유리멘탈의 소유자이며  마음이 여려 사소한 것[23]에도 깊은 상처를 받고 사소한 것[24]에도 기분이 아주 좋아진다  실제로 INFP는 모든 유형들 중 우울에 가장 쉽고 깊게 빠지는 유형이다 ,1,0,0,1
논리적인 사색가  아이디어뱅크형  조용하고 과묵하며 논리와 분석으로 문제를 해결하기 좋아한다  과묵하나 관심이 있는 분야에 대해서는 말을 잘하며 이해가 빠르고 높은 직관력으로 통찰하는 재능과 지적 호기심이 많다  개인적인 인간관계나 친목회 혹은 잡담 등에 별로 관심이 없으며 매우 분석적이고 논리적이며 객관적 비평을 잘 한다  사교성이 결여되기 쉬운 경향이 있고  때로는 의도가 아니더라도 자신의 능력을 과시하는 수가 있기 때문에 거만하게 보일 수 있다 ,1,0,1,1
이런 유형의 글을 통한 자아 분석을 좋아한다  다방면으로 관심사가 퍼져 있고 논리적이지만  개인주의가 강하며 직관적이고 미래지향적인 면모 또한 존재한다 ,1,0,1,1
관계를 맺음에 있어 고도의 내향형  수동형으로 대표된다  부모에겐 착한 아이  친구에겐 말없는 아이  선생님에게는 모범적인 아이로 비춰지는데  실제 내면은 분석적 인 성향을 지니고 있다 ,1,0,1,1
모든 MBTI 유형 중 내향 성향이 가장 강한 편이다 ,1,0,1,1
어디까지나 표현을 안 하는 것일 뿐이지 사실 내면에선 끝없이 생각을 하고 있기에 하려는 말은 많을 수 있다  자기가 좋아하는 관심사에서 밤을 새워 말하는 대표적인 연구가 유형이기 때문이다  ,1,0,1,1
지적 관심은 많지만 단순 반복적인 노력이나 훈련을 지루하게 여기는 편이다 [10][11],1,0,1,1
"행동으로 인해 얻는 경험보다 책을 통해 배운다  즉 머릿속으로 충분한 교차검증을 통해 추론하여 실패할 가능성을 줄인다  사람은 무언가를 시도하기 전 약간의 불안감을 느끼기 마련인데  건강한 INTP는 사전분석으로 부정적인 감정을 지우는 습관을 들여 이를 최소화한다  하지만 경우에 따라선 ""나한테는 무리다""하고 판단했다면  마침내 행동하기를 포기한다 [12]",1,0,1,1
부기능이 외향직관(Ne)으로  발산적 사고에 능한 편이다  A를 보고 B를 떠올리고  B에서 또 C를 떠올리는 식으로 생각이 꼬리에 꼬리를 물고 퍼져 나간다 [13] 때문에 같은 직관(N)형이더라도 내향직관형(Ni)이 본질을 꿰뚫는 통찰과 일반화에 뛰어나다면 외향직관형(Ne)은 발상력  창의력  창조성이 뛰어나다  때문에 말을 한다는 가정 하에 똑똑하고 말을 잘한다는 소리를 듣는다  이 발산적 사고 때문에 브레인스토밍처럼 가능성 자체를 중시하는 토론에서는 활약한다 ,1,0,1,1
평소 조용하고 말이 없으나 자신의 관심 분야에서는 말을 많이 한다  관심없는 이야기는 타인의 감정을 생각해서 대답을 해주려 노력하긴 하지만 한귀로 듣고 한귀로 내보낼 수 있다  타인 입장에서는 서운함을 느낄 수 있다 ,1,0,1,1
기분이 나쁘거나 자신이 옳다고 생각하는 것들이 부조리하게 부정당하면 비판적 사고역량이 강해진다  정도가 심해지면 가차없이 논리적 공격을 퍼부어 큰 상처를 주기도 한다 ,1,0,1,1
정서표현이 별로 없어 친해지기 전에는 잘 이해하기 어렵다 ,1,0,1,1
농담을 하라고 시키면 주저한다  본인이 먼저 농담을 꺼내지는 않지만 역설적으로 타인의 농담에는 잘 반응한다 ,1,0,1,1
언제나 합리적인 판단을 하고자 하는 욕구가 있다  그래서 언제나 많은 생각을 하기 때문에 '오늘 뭐 먹지' 같은 사소한 결정조차 다소 어려워할 수 있다  그렇기에 주변에 자신이 존중하는 사람이 있으면 자신의 선택권을 이양해버린다 ,1,0,1,1
영혼 없는 리액션을 자주 한다  타인에 공감하는 것이 사회화의 첫걸음이라는 것을 알고 있고  공감하고자 하는 욕구도 있지만 매사를 분석하려들기 때문에 감성적 공감 능력이 떨어진다 ,1,0,1,1
뛰어난 아이디어와 사고력을 가진 반면  머릿속의 것이 복잡하기 때문에 말로 표현해내는 데는 약하다  하지만 생각이 정리 될 시엔 아주 뛰어난 언변과 논리를 가진다  그래서 직접 말로 대화할 때는 생각을 정리하지 못하고 어버버거리거나 긴 시간 생각한 후에야 입을 열 때가 많은 반면  채팅이나 댓글 등에서는 자신이 쓴 글을 쉽게 검토/수정할 수 있기 때문에 쉽게 생각을 풀어낸다 ,1,0,1,1
남들이 하는 말의 논리적 오류  모순  허점 등을 잘 찾아낸다  하지만 자신이 관여되어 있지 않은 일들엔 굳이 지적하고 싶지 않아 말하길 꺼리지만 다른 사람의 주장이 자신이 옳다고 생각하는 신념을 부정하여서 불편하거나 자신에게 누군가 공격의사를 드러내면 상대방에게 교묘한 언어적 비난을 건낸다 [14],1,0,1,1
인간관계에 있어 상대가 마음에 들지 않아도 오랜 기간 관계를 유지할만큼 관계를 끊는데에 있어 내향적이고 수동적이다  사상에 개방적인 자세를 취하기 때문에  어떤 사람이라도 객관적  보편적으로 배울 지식이 있다고 여기기도 한다 ,1,0,1,1
관심있는 분야에 창의적인 방안을 내놓는다  하지만  과반수의 사람들은 지나치게 비약적이고 미래지향적인 INTP의 방안을 비현실적이라고 받아들인다 ,1,0,1,1
주기능인 Ti(내향 사고)와 열등기능 Fe(외향 감정)의 영향으로 상대방과의 언쟁이나 토론에서 자신이 논리적이고 합리적인 주장을 해도 타인이 이를 존중하지 않았을때 매우 답답해한다  특히 '너가 뭘 말하려고 하는지는 알겠는데 그런식으로 말해서 기분이 상했다' 라며 사과를 요구하는 말을 이해하지 못한다  개인의 감정보다 옳고 그름의 대한 사실을 더욱 중요시 하는 경향이 존재하기 때문이다 ,1,0,1,1
형식적인 서론이 긴 것을 참기 어려워한다  본론만 딱딱 말하는 것을 좋아한다 ,1,0,1,1
본인이 흥미를 가지지 않는 이상 남들이 좋아하는 주류 문화나 유행을 시도하는 것에 관심이 없다  하지만 관심이 없을 뿐 주류 문화에 대한 지식은 갖추고 있으며  주류 문화 또한 하나의 사회적인 현상으로 분류해 분석적으로 바라보기도 한다 ,1,0,1,1
주로 분석적인 성향이 강한 추리소설과 과학소설  다큐멘터리 등을 좋아하며 관심사에 따라 철학  자연과학  사회과학 등의 서적을 즐기기도 한다 ,1,0,1,1
신의 존재에 대해 회의감을 가지고 있고 무신론자가 많다  아니면 종교를 믿더라도 세속주의적인 경향을 띈다 [15] 드물지만 한번 종교적 세계관에 동의하기만 한다면 영적으로 충실한 사람이 된다 [16],1,0,1,1
종종 기존의 상황을 재분석하는 영역을 갖는다 ,1,0,1,1
틀에 박힌 사회적 통념을 따르는 것을 싫어하며  대부분의 부조리에 대한 반감을 가지고 있다 ,1,0,1,1
타인과 분쟁을 일으키는 것은 별로 생산적인 일이 아니라고 판단한다  이는 INFP와 비슷한 특징을 공유한다  그렇기에 비판적인 INTP가 입을 열지 않으려 한다는 것은 이 상황이 불쾌하다는 뜻이며  이는 강한 거부 의사다  비슷하게 어떤 의견에 대해서 찬반을 물었을 때 '잘 모르겠다'  '나쁘진 않다' 등의 애매한 대답으로 거부 의사를 표하는 경우가 많다  자의식이 강해서 찬성하는 것도 싫고  그렇다고 반대를 드러내면 피곤해지기 때문에 이도저도 아닌 답을 내놓으려 하는 것 ,1,0,1,1
"사람들에게 가능한 미래를 경고한다  그 후 어떤 사건이 터지고 나서 ""내가 말했잖아"" 같이 나는 이미 사건을 예상했다는 듯이 말한다  늘 최악의 상황을 가정하고 직관적인 시선으로 사건이 발생할 가능성을 가늠하기 때문이다 ",1,0,1,1
자신이 남에 의해 정확한 이해 없이 섣불리 판단되고 단정 지어지는 것을 불쾌하게 느낀다  남이 내 사생활을 캐려고 들면 더 방어 기제가 심해진다 ,1,0,1,1
부정적인 INTP는 많은 생각으로 인해 심한 불안감에 휩싸여 있으며  이는 무기력함과 우울감을 유발하기도 한다 ,1,0,1,1
사랑같이 낭만적인 관계를 쌓는데 어려움을 느낀다  INTP는 사랑 등의 감정을 대하는것에 대해 비관적이고 감정보다 이성을 더욱 중시하기 때문이다  그러나 한번 사랑에 빠지면[17] 순정파 면모를 보인다 ,1,0,1,1
상대에게서 인격이나 지식 면에서 배울 점이 많다고 생각하면 깊은 관계를 가지려든다  이는 INTJ와 비슷한 특징을 공유한다 ,1,0,1,1
INTJ와 더불어 평균 혼인 연령이 가장 높은 편이다  또한 결혼을 해도 자녀들을 거의 가지지 않으며  독신들도 많다 ,1,0,1,1
자신이 흥미를 느끼는 분야의 잘 알지 못하는 지식이 있으면 관련 자료를 통해 높은 수준의 지식을 수집하고 이해한 후 기억하고 있다가 사용한다  이는 새로운 지식을 습득할 때마다 재수정과 갱신을 거친다  만약 자신의 언행에서 논리적 오류 등을 스스로 발견할 경우 즉시 정정한 후에 수정된 논리로 다시금 이야기하려 든다  이 항목은 ENTP와 같은 성향을 공유한다 ,1,0,1,1
자신이 좋아하는 분야의 지식이 이해가 되지 않으면 이해될 때까지 다시 찾아보고 물어봐야 직성이 풀린다  반대로 좋아하지 않는 분야의 지식에는 크게 연연하지 않는 모습을 보인다 ,1,0,1,1
다가오는 사람은 밀어내지 않는다  설령 그 사람을 평소에 싫어했다고 해도 말이다  물론 멀어지는 사람을 잡을 만큼의 의욕도 없다  설령 그 사람을 좋아했더라도 말이다 ,1,0,1,1
서로에게 보탬이 되는 지적이고 유익한 대화를 좋아한다  의미없는 빈말이나 일상적인 대화만이 오가는 사이를 좋은 사이로 평가하지 않는다 ,1,0,1,1
분석적이고 비판적인 INTP를 먼저 움직이게 하는 힘은 호기심과 흥미이다  반대로 호기심과 흥미가 없는 모든 것들에는 건성으로 대한다 ,1,0,1,1
친구 관계에서 깊은 관계를 맺으려 하지 않으려는 경향이 있다  자신의 비밀들을 남이 안다는 것을 매우 꺼리고 남의 행동이 자신에게 영향을 줄 여지를 줄이고 싶어하기 때문이다 ,1,0,1,1
공감면에서 INFP와는 완전히 다른 모습을 보인다  INTP는 상대가 친할수록 위로하기보단 해결 방안을 제시하려 하고[18]  친하지 않을수록 성의 없는 위로를 하는 경우가 많다 ,1,0,1,1
평소 반응하지 않던 외향 감정(Fe)이 폭발적으로 휘몰아치기도 한다  타인에 의해 지속적  집중적으로 높은 스트레스를 받는 상황에서  누적된 감정을 인지함에도 조절하는 게 부자연스럽고 익숙하지 않기에[19] 제 3자 입장에서 당혹스런  아이 같은  뜬금 없는 모습으로 나타날 수 있다 [20],1,0,1,1
"모험을 즐기는 사업가 수완 좋은 활동가형  현실적인 문제 해결에 능하며 적응력이 강하고 관용적이다  사실적이고 관대하며  개방적이고 사람이나 일에 대한 선입관이 별로 없다  강한 현실 감각으로 타협책을 모색하고 문제를 해결하는 능력이 뛰어나다  적응을 잘 하고 친구를 좋아하며 긴 설명을 싫어하고  운동  음식  다양한 활동 등 주로 오감으로 보고  듣고  만질 수 있는 생활의 모든 것을 즐기는 형이다  순발력이 뛰어나며 많은 사실들을 쉽게 기억하고  예술적인 멋과 판단력을 지니고 있으며  연장이나 재료들을 다루는 데 능숙하다  논리 분석적으로 일을 처리하는 데 반해  추상적인 아이디어나 개념에 대해서는 별로 흥미가 없다 
",0,1,1,1
정보통이다 ,0,1,1,1
내기를 좋아한다 ,0,1,1,1
삶을 즐기며 산다 ,0,1,1,1
항상 말보다 몸이 먼저 나간다 ,0,1,1,1
스릴을 좋아한다 ,0,1,1,1
노는 것과 술자리에 도가 텄다 ,0,1,1,1
책을 통해서보다는 직접적인 경험을 선호한다 ,0,1,1,1
한 가지에 집중하는 것은 지겹다 ,0,1,1,1
즉흥적인 행동에 의존한다 ,0,1,1,1
일을 마지막에 폭발적으로 한다 ,0,1,1,1
흥미 위주의 욕구(경쟁  게임)가 많다 ,0,1,1,1
묶여 있지 않은 자유로운 상태일 때 일의 능률이 오른다 ,0,1,1,1
일반 보병보다 특공대 체질 ,0,1,1,1
생각이 단순하며 깊게 생각하는 것이 어렵다   ,0,1,1,1
현실적인 계산이 눈에 보인다 ,0,1,1,1
제멋대로이며 자유분방하다 ,0,1,1,1
현 우리나라의 학교 분위기에 적응하기 어려움을 느낀다 ,0,1,1,1
자신감이 항상 철철 넘친다 ,0,1,1,1
공부보다는 스포츠와 같은 활동적인 것에 집중력이 있다 ,0,1,1,1
주위의 사람이나 일어나는 일에 관심이 많다 ,0,1,1,1
조금 깊게 생각하는 것을 싫어하는 경향이 있다 ,0,1,1,1
자극적인 것을 좋아한다 ,0,1,1,1
오늘 할 일을 내일로 미룬다 ,0,1,1,1
성취욕이 강하다 ,0,1,1,1
새로운 것에 대한 도전 욕구가 강하다 ,0,1,1,1
타인에게 선입견이 별로 없고 개방적이다 ,0,1,1,1
모든 MBTI 유형 중 외향 성향이 ESFJ와 함께 가장 강한 편이다 ,0,1,0,1
즐거움을 추구한다 ,0,1,0,1
타인을 기쁘게 해 줄 깜짝쇼를 준비하면서 즐거워한다 ,0,1,0,1
내 자신의 이야기를 상대방을 가리지 않고 아무에게나 잘 털어놓는다 ,0,1,0,1
통상 책임감이 막중한 일은 잘 하지 않고 회피 하려고 한다 ,0,1,0,1
발등에 불이 떨어져야 행동에 옮기지만 중요한 사항에 대해서는 즉시 처리하는 편이다 ,0,1,0,1
흥분을 잘하며 목소리가 크다  ,0,1,0,1
집에 있으면 무기력한 느낌이 들어 쉬는 날은 거의 외출을 한다 ,0,1,0,1
청소나 빨래를 제시간에 하지 않고 몰아서 꼭 해야 할 때 한다 ,0,1,0,1
내일은 내일의 태양이 뜬다 ,0,1,0,1
싫고 좋은 사람이 분명하며 표정에 나타난다 ,0,1,0,1
정이 많고 건망증이 심하다 ,0,1,0,1
정이 많은 이유 때문인지 거절을 잘 못한다 ,0,1,0,1
하지만 어느 부분에선 아주 냉정하기도 하다 ,0,1,0,1
잘 먹고  잘 자고  생각이 단순하다  고민하다가 그냥 잠든다 ,0,1,0,1
답장이 빠르다  ,0,1,0,1
혼자 있는 것을 힘들어한다 ,0,1,0,1
조직생활 보다는 자유로울 때 능력을 발휘한다 ,0,1,0,1
정작 하고 싶은 말은 못한다 ,0,1,0,1
말 자체는 많이 하는데 질은 떨어지는 편이다  말에 임팩트가 없고 체계적  논리적이지 못한 것도 있다  다만 개그 수준으로 웃기고 재미는 있다 ,0,1,0,1
이야기할 때 요점과 더불어 부연 설명을 많이 덧붙인다 ,0,1,0,1
귀가 얇다  ,0,1,0,1
틀에 박힌 것을 싫어하고  계획에 따라 하는 것을 힘들어한다 ,0,1,0,1
부기능이 Fi(내향 감정)라 외향적인 사람들 외에도 내향적인 사람들과도 잘 어울린다 ,0,1,0,1
개성적인 매력이 있는 편이다 ,0,1,0,1
무계획적이고 충동적인 여행을 즐긴다 ,0,1,0,1
매우 덜렁거린다 ,0,1,0,1
"재기 발랄한 활동가 스파크형  따뜻하고 정열적이고 활기가 넘치며 재능이 많고 상상력이 풍부하다  온정적이고 창의적이며 항상 새로운 가능성을 찾고 시도하는 형이다  문제 해결에 재빠르고 관심이 있는 일은 무엇이든지 수행해내는 능력과 열성이 있다  다른 사람들에게 관심을 쏟으며 사람들을 잘 다루고 뛰어난 통찰력으로 도움을 준다  반복되는 일상적인 일을 참지 못하고 열성이 나지 않는다  또한 한 가지 일을 끝내기도 전에 몇 가지 다른 일을 또 벌리는 경향을 가지고 있다  통찰력과 창의력이 요구되지 않는 일에는 흥미를 느끼지 못하고 열성을 불러 일으키지 못한다 
",0,0,0,1
감정이 얼굴에 잘 드러난다 ,0,0,0,1
새로운 시도를 좋아한다 ,0,0,0,1
사람을 기쁘게 해주는 타고난 능력이 있다  따라서 평판이 좋고 주변에서 따르는 사람들이 많다 ,0,0,0,1
계획하기 보다는 그때그때 일을 처리하는 편이다 ,0,0,0,1
새로운 사람 만나기를 좋아한다 ,0,0,0,1
감수성이 풍부하고  눈물이 많다 ,0,0,0,1
위기 대처능력이 뛰어나다 ,0,0,0,1
행사나 일을 잘 주선한다 ,0,0,0,1
경제 개념이 희박하다  돈을 모으기 힘들 수 있다 ,0,0,0,1
감정의 기복이 심하다 ,0,0,0,1
정이 많은 유형이다 ,0,0,0,1
외향적인 성격이라 사람들과 만나는 것을 좋아하지만  종종 혼자만의 시간을 꼭 필요로 하기에 그럴 땐 철저하게 혼자 있는다  그래서 잠수도 종종 타는 편이다 ,0,0,0,1
평소에 화를 잘 안낸다  대신 잘 토라지는데  달래주면 또 금방 풀린다 ,0,0,0,1
몽상가 혹은 공상가라고 불리기도 한다 ,0,0,0,1
상대방의 말에 민감하나 신경쓰지 않는 척하며  눈치도 굉장히 빠르지만 그걸 드러내고 싶지는 않아서 눈치 없는 척하는 경우가 많다 ,0,0,0,1
내면에 열정을 지녔다 ,0,0,0,1
놀다가도 몰입이 안 되고 '지금 뭘하고 있는 건가 ' 하는 생각이 들 때가 있다 ,0,0,0,1
멋내고 꾸미는 것을 좋아한다  디자인 분야에 관심이 있는 사람도 많다 ,0,0,0,1
상대에게 양보를 잘 하며 화날 때는 유연하게 넘어가는 편이다  화를 냈다면 정말 한계에 다다른 것이다 ,0,0,0,1
상대방과 싸움을 시작할 때는 심장부터 뛴다 ,0,0,0,1
인생을 즐겁게 살려고 한다 ,0,0,0,1
반복적인 일상에 괴로워하며  그렇기에 단순 암기를 싫어한다 ,0,0,0,1
선생님이 마음에 들면 그 과목을 제일 열심히 하며 가장 좋아하는 과목이 된다 ,0,0,0,1
좋아하는 사람과 싫어하는 사람의 구별이 뚜렷하다  호불호가 분명하고 인간관계도 극단적인 편이다  따라서 상대방이 누구냐에 따라 천사가 되기도 하며 악마가 되기도 한다 ,0,0,0,1
밀당을 매우 싫어하며  밀면 그대로 밀려나 포기해버리는 스타일   이 유형의 사람들에게는 항상 진심으로 대하는 것이 좋다 ,0,0,0,1
분위기를 잘 띄운 후에 본인은 빠진다 ,0,0,0,1
인싸 중의 아싸  아싸 중의 인싸  외향적인 성향이지만 이상주의적인 성격이라 누군가 소외되는 걸 싫어하는데다 말도 잘 걸어주고 공감 능력도 뛰어나고 추진력도 좋아서 내향적인 사람과 궁합이 좋다  ,0,0,0,1
E 유형 중에서는 다소 내향성이 강한 유형이기도 하다  그래서 뼈외향인과는 오히려 잘 안 맞을 수도 있다 ,0,0,0,1
흥미있는 일에는 굉장히 열정적이나 관심 없는 일이나 하기 싫은 것에는 눈길조차 주지 않는다  굳이 하기 싫은 것을 할 때는 굉장히 수동적으로 행동한다 ,0,0,0,1
유연하고 진보적인 사고를 가졌지만  지켜야 할 건 지켜야 한다고 생각한다 ,0,0,0,1
무언가에 쉽게 열중했다가 쉽게 그만둔다 ,0,0,0,1
